source,lang-source,author,license,sme-reviewed,premium,lang-source-dict,id
Posologie,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Indication de la quantité de médicament à donner selon l'âge, le sexe, le poids et l'état du patient.",3f9c2b2d-ccd5-4cd0-9a56-2f4f6d87353e
Possession d'état,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Désigne le comportement d'une personne donnant l'apparence d'un état qu'elle n'a pas juridiquement (exemple : une personne se comporte comme étant l'enfant d'une autre personne, malgré l'absence de lien de filiation entre elles).",31eb7190-6eea-46f1-8d63-49d82758950a
Pot catalytique,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Pot d'échappement ayant une fonction de dépollution des gaz d'échappement en réduisant fortement les rejets de monoxyde de carbone, d'oxydes d'azote et d'hydrocarbures imbrûlés.",03a4f725-14b9-4285-b913-a3594f6d3215
Préjudice,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Dommage corporel (par exemple : blessures physiques), matériel (par exemple : dégradation d'un bien) ou moral (par exemple : souffrance, dépression) causé par un tiers.",2f932140-cc5d-41a8-8fd8-0c8748fe1991
Prérogatives de puissance publique,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Pouvoirs exceptionnels dont dispose l'administration pour mener à bien sa mission d'intérêt général (par exemple, l'expropriation).",9de246e4-7bf0-4343-af3d-d6da46a332fa
Prescription,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Extinction d'un droit après un certain délai.,0d9310eb-a384-4be5-810c-7ff564acfc61
Prescription acquisitive,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Moyen d'acquérir un bien ou un droit par l'effet de l'écoulement d'un certain délai fixé par la loi.,9ef03e1a-e03e-4df5-968d-54254bb38ac8
Présomption d'absence,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Une personne peut être présumée absente lorsqu'elle n'a plus été vue à son domicile ou sa résidence, et n'a plus donné de nouvelles.",d8680cff-9e74-497f-8fda-bc9bdb8fef54
Prestataire de services dans l'Union européenne (UE),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Personne physique ou morale établie dans un pays de l'UE offrant un service temporaire rémunéré dans un autre pays membre, dans les mêmes conditions que celles imposées par ce pays à ses nationaux.",b7652468-0a04-444c-87ad-59766942303e
Prestation,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Travaux se rapportant à un acte, une formalité, ou un service, réalisés par le notaire au bénéfice d'un client ou dans le cadre d'une procédure judiciaire. Les travaux incluent les conseils dispensés en lien avec cet acte, formalité ou service.",c52c848a-a867-4ec5-a503-c7569e5e0326
Prestation compensatoire,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"En cas de divorce, elle est versée par l'un des ex-époux à l'autre ; elle a pour but de compenser la baisse de niveau de vie de l'un des époux consécutive à la rupture du mariage.",0170f7bd-fb66-47d4-a13b-5bb71802ff07
Prestations en espèce (assurance maladie),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Destinées à compenser la perte de salaire suite à un arrêt de travail.,c1fd70a0-7ed3-45e3-9a19-5098c8be837f
Prestations en nature (assurance maladie),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Destinées au remboursement, total ou partiel, des dépenses médicales, paramédicales et des frais d'hospitalisation.",3a8c2e65-c881-469d-bfed-50de312968dc
Prestations sociales,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Prestations en espèces (par exemple, indemnités journalières) ou en nature (par exemple, remboursement de dépenses) versées par les organismes de protection sociale.",d2534902-9424-4505-97af-e4220b04753b
Prime (assurance vie),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Montant versé ou placé sur le contrat. En cas de risque particulier ou important, un montant, appelé surprime, peut s'ajouter à la prime fixée initialement.",442f2b52-8669-4ea6-b1a2-930cbaaff7f1
Primo-demandeur d'emploi,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Chômeur qui n'a jamais travaillé auparavant.,39e4a926-17cb-43a3-9434-47a2874eb2c8
Prise de position formelle,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Prise de position suffisamment explicite, ferme et non équivoque.",8ad7695b-17f2-4609-9c79-07ef754bab41
Procédure écrite,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"En procédure écrite, si un argument de droit ou un élément de fait n’est pas remis par écrit au juge, il ne le prendra pas en compte pour rendre sa décision.",968a1667-b02f-4cd0-b36b-e10281c47e92
Procédure orale,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"En procédure orale, le juge prend en compte les arguments présentés par les parties oralement lors de l’audience de plaidoirie. Il doit cependant s’assurer que chacune des parties a eu connaissance de ces arguments et a pu les discuter, c’est le respect du principe du contradictoire.",e8b2fa79-9521-4e2d-a876-c7ce3a5c1e3c
Procédure sans audience,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Dispositif qui permet aux parties de faire juger leur affaire sans avoir à se déplacer au tribunal.,361938db-372d-49e5-a5f7-8e8352fa61a0
Procureur de la République,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Le procureur contrôle les enquêtes, poursuit l'auteur d'une infraction pénale devant la justice et contrôle l'exécution de la peine. Il représente et défend les intérêts de la société.",48e72d4a-13a6-4cb0-801e-155176b138bf
Profession réglementée,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Profession dont l'exercice requiert la possession d'un diplôme ou une autre condition formelle de qualification.,9890a274-57fa-4bae-981f-e3b8d62faa2c
Professionnel,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Toute personne physique ou morale, publique ou privée, qui agit à des fins entrant dans le cadre de son activité commerciale, industrielle, artisanale, libérale ou agricole, y compris lorsqu'elle agit au nom ou pour le compte d'un autre professionnel.",f449841a-3d84-4294-a875-75ca905a1544
Prorogation,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Maintien d'un droit (ou d'une situation) après la date à laquelle il devait prendre fin. En matière judiciaire, il peut s'agir du report d'une date prévue de décision à une autre date (voir définition « délibéré prorogé »).",e21d1abf-cac0-4e63-b32e-b0bcdd60efbe
Protection subsidiaire,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Protection accordée à l'étranger exposé dans son pays d'origine à un risque d'atteintes graves (peine de mort, torture, etc.) mais qui ne remplit pas les conditions pour bénéficier du statut de réfugié.",c4d8d562-c25a-4ec8-89fa-057354830e61
Protocole de soins,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Ensemble des actes et prestations définis pour le suivi médical d'un patient atteint d'une maladie grave et/ou chronique.,d1fea2fa-ea76-420c-9a62-227a34be04e0
Prud'homal (matière prud'homale),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Dossier relevant du droit du travail (contrat de travail, licenciement, etc.) : litige entre employeur et salarié.",35891553-c4c4-4bda-aaac-42376d15b802
Pseudonyme,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Nom d'emprunt, librement choisi par une personne pour cacher son identité réelle dans l'exercice d'une activité particulière (exemple : dans le domaine littéraire ou artistique).",6fe50089-7e49-429d-a663-1d66b84b71d7
PTAC,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Poids total en charge du véhicule : poids maximal autorisé pour un véhicule, c'est-à-dire le poids du véhicule et de ce qu’il transporte (personnes, marchandises, etc.).",112322d7-23f7-4e4e-92d0-7f4b968dd500
Pupille de l'État,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"L'enfant qui a été recueilli par le service de l'aide sociale à l'enfance (ASE) depuis plus de 2 mois, a la qualité de pupille de l’État (exemple : l'enfant a été trouvé, la mère a accouché sous X, etc.).",619005fa-ec8d-4e3a-b870-59d996392746
Quorum,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Nombre minimal de membres présents ou représentés nécessaire à la validité de la décision ou du vote d'une assemblée ou tout organe délibératif.,e66acae3-60d3-4dbf-abff-993675d58c43
Quote-part,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Part que chacun doit payer ou recevoir dans la répartition d'une somme.,7ef0b65d-92f1-4700-b079-bf393c819002
Quote-part (droit immobilier),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Fraction de la part des parties communes rattachée à un lot (appartement, local commercial, parking, cave...) selon la situation et la superficie de ce lot notamment.",9c9c9c8e-70f6-4971-831f-d1c051909c9e
Quotient familial,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Système qui divise le revenu imposable en un certain nombre de parts, fixé suivant la situation de famille du contribuable et le nombre de personnes à sa charge.",84a9ebe7-2050-4cd9-9621-0c680dd71d5d
Quotité disponible,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Part des biens d'une personne dont elle peut disposer librement par donation ou testament.,cccd67bd-24be-4b8c-b4c6-d07b3f4d5cbe
RAD,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Relai d'accès au droit.,a6bd4a2b-415d-4c8e-8c40-4d4d4df320a5
Radiation,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Action de rayer quelqu'un ou quelque chose d'une liste : suppression d'un nom d'une liste électorale par exemple.,75900d93-b04b-465a-bed9-25c174a8c55b
Raison sociale,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Nom d'une entreprise, d'une société, d'une association.",ea578f71-bed1-474a-92bc-d0ade8eab0db
Rapport d'expertise,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Rapport écrit par un expert dans une matière spécifique (par exemple la plomberie, la psychiatrie, etc.) qui a pour but d'éclairer le juge sur un point technique du dossier.",97fda453-936b-433e-a05d-115bbb09c89e
Rapporteur public,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Magistrat d'une juridiction administrative chargé de donner, en toute indépendance, son appréciation sur les faits, le droit applicable et son avis sur la solution à donner au litige.",eb33969d-7b87-4aca-a95e-542fa58d2534
Récépissé,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Écrit attestant de la réception par le tribunal d'un document ou de pièces.,2c91a7c2-91cf-4e06-b269-caab0656b729
Réception CE ou communautaire des véhicules,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Acte attestant qu'un véhicule satisfait aux normes techniques exigées par l'Union européenne pour sa mise en circulation.,8e46f330-440a-48a3-ae80-9517feb9d9a9
Récidive,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Fait, pour une personne déjà condamnée, de commettre une nouvelle infraction identique ou assimilée, dans un certain délai, et pouvant entraîner une peine plus lourde que celle normalement prévue.",33c76fbb-7f27-4b10-a6d0-cda1da7db315
Réclusion criminelle,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Peine de prison prononcée en cas de crime.,04b3a35d-26a0-41dc-b5cc-f1a58a826bf7
Recours contentieux,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Recours exercé en cas de litige (désaccord) avec une partie adverse.,7dd19cb7-6d82-46fe-a94a-be56705799ce
Recours gracieux,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Recours exercé auprès de la personne qui a pris la décision avec laquelle vous êtes en désaccord.,6d5b9496-7489-46bf-a02a-901e20006498
Recours juridictionnel suspensif,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Recours exercé devant un juge qui a pour effet d'empêcher l'exécution d'une mesure ou d'une décision, tant que celui-ci n'a pas statué.",c2e58ffd-d248-4270-bd9c-f9d92c4d4006
Recouvrement,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"En cas de non-paiement d'une somme due (exemple : pension alimentaire, prestation compensatoire), la personne qui la reçoit peut forcer l'autre à la lui payer.",cb560fad-e3da-44a4-9329-616ff69f6e8a
Recouvrement (droit fiscal),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Procédure de l'administration fiscale pour obtenir le paiement d'une somme due. Par exemple, envoi d'un avis d'imposition pour l'impôt sur le revenu.",5e0b6bb7-84a5-4ff0-8a9e-d2ad7a64d3a6
Recouvrer des dommages et intérêts,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Obtenir le paiement de dommages et intérêts.,3b2034bd-c2d2-415b-8778-0aad33aae333
Rectification,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Correction d'une erreur.,d60016b7-7084-4e89-b8d8-78328f4edab8
Réévaluation de la pension alimentaire,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Le montant de la pension alimentaire évolue dans le temps en fonction de l'indice des prix à la consommation. En fonction de cet indice, elle peut donc être augmentée ou diminuée.",7649a747-a1f7-41e4-954a-94425e90aa3f
Référé,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,La procédure de référé est une procédure d'urgence visant à prévenir un dommage ou faire cesser un trouble illicite. Le juge des référés rend une décision provisoire qui ne permet pas de régler définitivement le litige.,ce2a750d-2d73-4c7b-918d-8e2e97806b65
Référé fiscal,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Il permet de demander un délai de paiement en cas de refus opposé par l'administration fiscale à une demande de sursis. Il peut concerner l'impôt sur le revenu ou sur les sociétés, la TVA, etc.",00bad044-9928-41d9-8f45-aa2f2d01423e
Régime matrimonial,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Statut régissant le sort des biens des époux pendant le mariage et à la rupture.,e04cc00c-3473-406c-8713-62ce71c7f828
Rehaussement (droit fiscal),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Remise en cause de la situation fiscale d'un contribuable par le service des impôts suite au constat d'insuffisances, d'omissions ou d'erreurs dans les éléments déclarés.",ac504e80-9517-4839-9374-eab3898126a4
Relaxe,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Décision d'un tribunal correctionnel ou d'un tribunal de police déclarant un prévenu non coupable.,59d6419e-b2b7-422a-83a4-a0adec8b3b64
Relevé d'identité bancaire (RIB),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Document permettant d'identifier un compte bancaire (numéro, banque, titulaire).",aaedecba-871f-40d8-9f98-187dab3231ef
Rente viagère,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Somme versée périodiquement jusqu'au décès du bénéficiaire.,9675ddc4-eab4-415a-ba7c-befaf0e5b9ef
Rente viagère à titre gratuit,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Rente reçue sans contrepartie (par exemple, rente consentie par un parent à un enfant).",49ae4e22-4ad5-4f55-ae8b-d601de5befee
Rente viagère à titre onéreux,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Revenu périodique versé en contrepartie de la cession d'un bien (un logement par exemple) ou d'un capital. Le versement, effectué pendant toute la durée de la vie du bénéficiaire de la rente, s'interrompt à son décès.",77058ae6-6f16-4f69-84ea-8f90350b18f9
Rente viagère avec réversion,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Dispositif permettant à une personne de prévoir qu'à son décès, sa rente bénéficiera à son conjoint ou à toute personne de son choix.",f5b0bfea-e3f2-497b-9d64-6d73cb389c01
Renvoi,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Report de l'audience à une autre date.,1631711a-bc9e-44e7-8acf-e639cd161a17
Renvoi sur intérêts civils,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Renvoi d'un dossier pénal à une autre audience afin que le juge rende sa décision sur les dommages et intérêts demandés par la partie civile.,afa14455-d22b-47e6-ac5b-4348f8b3a9ed
Répertoire civil,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Registre dans lequel se trouvent l'ensemble des demandes, actes et jugements touchant les pouvoirs des personnes majeures, à la suite de changements dans leur capacité ou dans leur régime matrimonial (exemple : mise sous tutelle).",64e4a4e2-c7e8-491b-8adc-f697a9beaeda
Représentant légal,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Personne désignée par la loi pour représenter et défendre les intérêts d'une autre personne qu'elle soit physique (par exemple, le père ou la mère d'un enfant mineur) ou morale (par exemple, une société).",5e53fbdf-4eba-4cfb-b872-59369cb25cc3
Requête (1),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Écrit permettant de saisir une juridiction.,1591b23d-c952-4d02-bec5-f17409d359a8
Requête (2),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"La requête est un acte de procédure, par lequel le demandeur saisit une juridiction d’une demande écrite précisant son objet et ses motifs. Elle est remise ou adressée au greffe sans que l’adversaire en ait été préalablement informé.",18725462-a895-40ce-b82a-4df8c8fb6f4a
Requête conjointe,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Acte commun par lequel les parties soumettent leurs demandes au juge pour faire trancher leur litige. La requête conjointe peut être préparée par les parties elles-mêmes ou par un avocat.,ad19bd2d-cbdd-424f-b710-672b1ddaf069
Requête numérique,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Moyen de saisir la justice par voie dématérialisée, c’est-à-dire sans usage d’un écrit sous format papier pour une procédure sans représentation obligatoire par un avocat.",38ec0661-badc-4990-9799-5ee131733958
Réseau Cap emploi,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Réseau national d’organismes de placement spécialisés au service des personnes handicapées et des employeurs dédié à l'insertion professionnelle.,dca764a1-b2c4-4a48-8545-7b992b9e196d
Réserve héréditaire,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Fraction du patrimoine du défunt qui doit obligatoirement revenir aux héritiers réservataires : descendants, ou conjoint survivant si le défunt ne laisse pas de descendants.",878a3af3-015e-46b1-9a06-a3f7101ebb49
Résidence,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Lieu où une personne habite effectivement et de façon stable mais qui n'est pas forcément son domicile.,ebebc16e-f48b-4327-8b8b-abcfb3b46cb3
Résidence commune,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Lieu de vie du couple.,e2a51ce2-e772-47f7-8cfa-69ad269e9f8b
Résidence habituelle (1),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Lieu où se trouve le centre des intérêts matériels (par exemple, sa maison) et moraux (par exemple, sa famille) d'une personne.",73e54144-dab9-410b-8a96-f5e377067a22
Résidence habituelle (2),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Lieu où se trouve le centre des intérêts matériels (exemple : sa maison) et moraux (exemple : sa famille) d'une personne. Pour un enfant, la résidence habituelle est le lieu où il vit habituellement soit avec sa mère, soit avec son père.",f661b9ee-1d69-41cc-8312-10f4f263f898
Résidence hôtelière à vocation sociale,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Établissement privé d'hébergement agréé par le préfet. Elle se compose de logements équipés et meublés loués à la journée, à la semaine ou au mois à des locataires susceptibles d'y élire domicile.",3f32bff2-1c9a-40e1-829d-154c56a08661
Résidence normale (permis de conduire),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Pays où une personne demeure plus de 6 mois (185 jours minimum) par an, du fait d'attaches personnelles ou professionnelles.",ccb51332-b023-48b0-8ac3-80f89b356193
Résidence principale (droit immobilier),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Logement occupé au moins 8 mois par an (sauf obligation professionnelle, raison de santé ou cas de force majeure), soit par le preneur (le locataire) ou la personne avec laquelle il vit, soit par une personne à charge.",b11a81c7-0606-4239-9444-91c26ac5cab2
Revenu différé (droit fiscal),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Revenu se rapportant à une ou plusieurs années antérieures, mais dont la perception a été reportée en raison de circonstances indépendantes de votre volonté (par exemple, rappel de salaires).",fc3e04c9-0bc6-4ec6-afa6-e8ff4f9e81c5
Revenu exceptionnel (droit fiscal),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Revenu qui n'est pas susceptible d'être renouvelé chaque année (par exemple, l'indemnité de départ à la retraite).",04c65981-c620-42bc-9e51-5cc7d43a7850
Revenus de remplacement,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Revenus perçus en remplacement de la rémunération que l'on reçoit quand on travaille (exemples : allocations de chômage, indemnités pour cause de maladie).",de4c83b4-bf7e-4314-92db-51ce8440af15
Revenus nets catégoriels,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Revenus (salaires, revenus fonciers et mobiliers, bénéfices agricoles...) diminués des charges (pensions alimentaires, frais d'accueil des personnes âgées...) et abattements fiscaux (personne âgée de plus de 65 ans, personne invalide...).",9d140fdb-cf77-40df-9ce7-93bcb3d075ea
Révision (d'une décision de justice),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Voie de recours qui consiste à revenir devant des juges qui ont déjà statué pour leur demander de modifier leur décision prise en raison d'une erreur.,6fbcf281-491f-4f00-8973-323ccfc8d13b
Révision de la pension alimentaire,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"En cas d'éléments nouveaux dans la situation personnelle et/ou financière, il est possible de demander une modification de la pension alimentaire.",8963b314-f3aa-4bb0-9f52-44a273d3b452
Révocation d'une donation,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Annulation d'une donation.,199698de-54ef-41c6-8c86-9dce7d0dcc42
Rôle (droit fiscal),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Liste de contribuables redevables d'un impôt déterminé. Par exemple, l'impôt sur le revenu est recouvré par voie de rôle.",e49a2de9-8cab-4cc5-8b18-d3d06eb400c6
Saisie sur rémunération,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Cette procédure permet à l'employeur de retenir, sous certaines conditions, une partie des salaires d'un salarié qui doit une somme d'argent à une autre personne ou entreprise. Le salarié n'a pas le choix.",28be8ca8-ad24-451e-ac8b-0645bd18ccda
Saisine du tribunal,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Réception de la demande du justiciable par le tribunal.,c1179bec-6a89-456c-86d7-73fa8da58aa6
Salaire de référence,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Salaire reconstitué à partir de rémunérations perçues pendant une période donnée. Permet par exemple le calcul du montant d'une indemnité.,67d9a68b-3c7d-49d9-a2ea-95bf9aaf7e68
Sauvegarde de justice,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Mesure de protection juridique de courte durée qui permet à un majeur d'être représenté pour accomplir certains actes ; cette mesure peut éviter de prononcer une tutelle ou curatelle.,17d85a2b-db8d-4c32-850e-90e79046e6f5
Scrutateur,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Personne chargée du bon déroulement et du dépouillement d'un scrutin.,ae716231-72e3-4ed8-a0b9-c2533db1a265
Se constituer partie civile,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"La victime d'une infraction peut se constituer partie civile afin de faire jouer la responsabilité civile de la partie adverse, et demander des dommages et intérêts.",73c8fda5-26c6-44b8-b6c7-23d286055636
Secret médical,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Droit d’un patient au respect de sa vie privée et au secret des informations le concernant. Le secret médical s’impose à tout professionnel de santé ainsi qu'à tous les professionnels intervenant dans le système de santé.,4aee347c-a1b9-4fba-87ee-0000ea6f75ac
Séjour régulier,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Situation d'un étranger en possession des documents l'autorisant à demeurer sur le territoire français.,d1a1d9ed-8747-4c0d-9b4d-926a7864f325
Semaine civile,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Sauf stipulations contraires d'un accord d'entreprise ou d'établissement, la semaine civile débute le lundi à 0 heure et se termine le dimanche à 24 heures.",314ca9a8-c715-405c-bb13-bc5e72f88db2
Semi-liberté,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Mesure d’aménagement de peine qui autorise un détenu à quitter la journée l’établissement pénitentiaire pour exercer une activité : travailler, suivre une formation ou effectuer un stage, se soigner ou participer de manière essentielle à sa vie de famille.",82fc4648-1939-4028-9d6f-6f66dea6db9d
Séparation de corps,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Tout en restant mariés, les époux n'ont plus l'obligation de vivre ensemble ; mais cette séparation de corps doit faire l'objet d'un jugement.",1e49f073-1aad-4d98-af32-e1dbb079ce76
Service d'accueil unique des justiciables (SAUJ),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Service d’accueil spécifique présent dans la plupart des tribunaux. Il a pour but d'informer les justiciables sur les procédures judiciaires de manière générale ou sur les procédures en cours.,c7f9e26a-2aca-4c86-9639-069b76c2e6eb
Service d'équarrissage,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Collecte et élimine les cadavres d'animaux.,e7d8516c-81b2-4507-a914-3af422d8fc66
Servitude,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Charge imposée à une propriété au profit d'une autre propriété (par exemple, un droit de passage).",22be2f66-0a7a-4418-a818-25e0b5bbbb0d
Signification,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,Acte par lequel une partie informe son adversaire d'un acte ou d'une décision de justice par l'intermédiaire d'un huissier de justice.,0eeeae8c-3163-441a-8f87-b2e6e12adf89
Société commerciale distribuant des dividendes,fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Société à responsabilité limitée (SARL), société anonyme (SA), société en nom collectif (SNC), société en commandite simple (SCS), société en commandite par actions (SCA), société par actions simplifiées (SAS), société européenne (SE).",ee4243d3-85c5-4d73-baa4-b2ca530fce50
Solidaire (débiteur),fr-fr,Ministère de la Justice (France),Licence Ouverte 2.0 (Etalab),True,False,"Personne liée à un ou plusieurs autres débiteurs par un lien juridique qui engage chacun à payer la totalité des sommes dues (par exemple, les cohéritiers pour le paiement des droits de succession).",2a5bf838-802b-43ba-9907-9e5206dcae5b
