dictionary_term_id,term_nl_nl,language_source,term_en_gb,language_target,translator_name,translation_date,usage_license,expert_reviewed,premium_content,external_dictionary_reference,term_category,legal_domain,tmx_source_file,tmx_tuid,source_project,source_filename
76ab69fb-de82-4a16-91a3-f409e7cf22ce,dagvaarding in eerste aanleg,nl-nl,writ of summons in first instance,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000450,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
526b07c9-4d01-4153-accb-96574b0dec35,dagvaarding in hoger beroep,nl-nl,writ of summons in appeal,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000453,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
d4b6184f-8775-4e9b-b1d8-3d3d1480f9c7,dagvaarding van getuigen,nl-nl,writ of summons for a witness to testify,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000456,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
6ca68736-a171-4495-989f-0723e439ffb9,dagvaardingsprocedure,nl-nl,proceedings initiated by writ of summons,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000459,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
75d280db-d6df-4b65-9b83-1f29629ed253,degene onder wie het beslag gelegd wordt,nl-nl,third-party attachee,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000462,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
4037a771-80bd-4d93-be82-97e0a9d475a6,degene voor wie het stuk bestemd is,nl-nl,addressee,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000465,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
49114028-ac6a-49bd-ae24-e948664a2d76,Deken,nl-nl,Dean (of the Dutch Bar Association),en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000468,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
9ef34b14-7797-4248-a9e6-7125c720c7ae,deponeren,nl-nl,to file,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000471,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
78901ef0-430d-41e6-ac89-b7687606a9d9,depot,nl-nl,deposit,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000474,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
46e9048d-929b-48a9-8482-dcc53c13b811,derde belanghebbende,nl-nl,interested third party,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000477,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
7972a34d-b60e-4479-b9d4-034ca1722410,derdenbeslag,nl-nl,third-party attachment,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000480,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
7f7e4c31-cdf9-4b94-ab41-a8ff9a68fbab,descente,nl-nl,on-site inspection,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000483,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
1df81efb-b742-4401-b5b2-754d12d99a17,deskundige leden (pachtkamer),nl-nl,expert members sitting by designation,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000486,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
115db730-3555-4a3a-9182-1c11b50eaa34,deskundigenbericht,nl-nl,expert's report,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000489,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
c9112dce-f215-4ed8-96f1-a87f1aca16f1,deurwaarder,nl-nl,bailiff,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000492,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
b8a6bf89-ea3d-4772-9119-acef47d9699c,dictum (van vonnis),nl-nl,operative part (of the judgment),en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000495,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
bef1d546-1085-4b03-9fef-04bfe2328ec4,doen betekenen,nl-nl,have a notice served,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000498,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
f75eb269-ce9f-41e9-b324-7f5f4552d2b4,doen oproepen,nl-nl,[the court] order/direct that notice be given,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000501,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
2b8d4b34-9e49-488c-b87b-a1d441cdab05,domicilie kiezen bij,nl-nl,elect domicile at,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000504,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
976bf761-d341-4648-be18-fd9580d7ef5a,doorhaling op de rol,nl-nl,discontinuance by striking off,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000507,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
66cda00d-12b5-436c-b413-bee7d19a2459,dreigde / dreiging (van ***),nl-nl,*** (is)(was) imminent,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000510,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
073b2da2-9706-460f-a0b9-6070e76d9846,dupliek,nl-nl,"rejoinder, statement of rejoinder",en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000513,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
251193ea-5229-46a1-9710-cf0af900146b,dwangakkoord,nl-nl,compulsory composition / settlement,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000516,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
cf394ab0-5074-4a65-a445-bf7c2f9c39f0,dwangsom,nl-nl,penalty,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000519,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
cb77ec75-b401-4e26-bc5d-d5c1cdc96a74,dwangsom - op straffe van een …,nl-nl,subject to a penalty,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000522,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
c2a8a1de-b6f6-4491-84f0-e7241c9029b1,dwingend bewijs,nl-nl,compelling evidence,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000525,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
c44abf86-e39d-400d-8206-027b6fb39cd9,dwingend recht,nl-nl,mandatory law,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000528,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
d930420e-ffbb-49af-91be-4cc1ac08eb62,eenvoudige akte,nl-nl,simple brief,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000531,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
5e65faba-d79d-4403-852e-a9094e453494,eerlijk proces,nl-nl,fair process,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000534,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
cdac23c1-8bb4-4dcb-8a72-349481ea57b3,eerste aanleg,nl-nl,first instance,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000537,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
bc4aac5e-ece1-4365-ba4e-85c03a162ebf,eindvonnis,nl-nl,final judgment,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000540,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
bb512cea-6498-4155-b4f9-6537d3db9b21,eis,nl-nl,claim,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000543,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
d728ddfa-a0c8-4fd5-975f-6db7d3628c71,eis in conventie,nl-nl,(original) claim,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000546,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
7a217670-53e2-45df-a3b5-fd290eb50582,eis in reconventie,nl-nl,counterclaim,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000549,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
f681108a-aef3-4727-83e5-024cc26047a1,eisen,nl-nl,to claim,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000552,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
99fdf8ca-15eb-4555-b08c-9f1e8f71124e,(ver)eisen,nl-nl,to require,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000555,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
1609d1fe-c4e6-4da5-a93f-63f5dddd0980,eiser/eiseres,nl-nl,claimant,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000558,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
5319949b-cdae-4f69-bb5a-968c53c8b094,electronische (langs .. weg),nl-nl,electronically,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000561,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
4d3d3257-b513-463f-b017-80c5cbb694df,enkelvoudige kamer,nl-nl,single-judge chamber,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000564,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
d8b03209-0cc5-41e6-a049-76f0026ff0ed,enquêteprocedure,nl-nl,enquiry proceedings,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000567,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
2167ba5f-4336-4db2-b201-10807a88f5cd,erfgenamen,nl-nl,heirs,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000570,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
3c4edc5f-dd10-478b-87db-7fab614f6512,erflater,nl-nl,decedent,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000573,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
176e29ca-1422-4e4f-ad81-c7e62d416649,Europees Hof van Justitie,nl-nl,"European Court of Justice, ECJ",en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000576,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
43b6103d-9ce8-445a-9a50-f2a231aa50ad,excepties,nl-nl,preliminary defences,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000579,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
6d561449-6985-43ac-a1bb-96eab2eae197,exclusieve belangenbehartiger,nl-nl,exclusive representative,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000582,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
965c6e53-4d1a-4e7d-94fb-5754127e046a,executant,nl-nl,enforcing party,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000585,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
4a14fe08-3907-401e-851a-e723096c6424,executoriale titel,nl-nl,enforcement title,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000588,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
e1994ecb-e358-4f3c-8785-2f94d494f92b,executoriale vorm,nl-nl,form required for enforcement,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000591,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
bb167355-c81d-4f1c-8aea-014fd09578d3,exequatur,nl-nl,permission to enforce,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000594,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
46e9a50e-8773-4703-8730-de363c45a31b,exequatur verlenen,nl-nl,to give / issue permission to enforce,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000597,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
d78e06f7-2c8f-4985-9419-6d2cd8b02f41,exploot,nl-nl,writ,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000600,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
6a052ed1-f385-487e-8559-70e18e9e351d,exploot doen,nl-nl,to serve a writ,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000603,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
dd5073dc-0a26-4261-bfab-0ee975f7dbc6,faillissement,nl-nl,bankruptcy,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000606,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
6cf3a9db-5a95-44af-a95a-b9e06ae3afcb,feitelijke instanties,nl-nl,fact-finding instances,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000609,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
0ba83147-7fbd-46c2-86b0-651a7078bd9a,forumkeuze-clausule,nl-nl,"choice of forum clause, choice of court clause",en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000612,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
4e941230-8b3c-495e-95fe-3020fc13b77d,gebod (rechterlijk),nl-nl,court order,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000615,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
7299e479-3a63-46d7-a813-7fe5917a435e,gebrek,nl-nl,"defect, failure to ***",en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000618,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
82aa7e20-d964-42e3-91e2-e97fcf91c518,gedaagde,nl-nl,defendant,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000621,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
473cbc53-0886-4794-8e73-6ab244e0cbf0,geding,nl-nl,"proceedings, action",en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000624,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
2e54788a-9372-47cc-8b6b-61d09c624ce2,geding - verschijnen in het geding,nl-nl,"to appear in proceedings, enter an appearance in proceedings",en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000627,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
41bf2b01-7d45-45fd-9609-48b9dff10d88,geëxecuteerde,nl-nl,enforcee,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000630,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
1d7ba888-ce61-43a7-b05f-653675032c71,gegevens (afschrift van),nl-nl,"information, data (obtain copies of)",en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000633,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
98216420-ec08-49b6-b676-277a15b4b9f2,gegrond op/grond vindt in,nl-nl,is based on,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000636,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
ac35d634-aaef-4b55-882c-cc64e6d8e579,gehuurde (onroerende zaak),nl-nl,leased space,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000639,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
5485ad24-bcd4-4022-ae80-a9ae096e711d,geïntimeerde(n),nl-nl,respondent(s),en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000642,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
0fc46ffa-0e1c-4c9c-b4ae-24adcdee51c9,geldigheid,nl-nl,validity,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000645,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
af967bdd-74ae-4cc9-957b-93c7849d1045,gelijke rang,nl-nl,equal rank,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000648,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
670797be-e05a-4d48-969c-3da8116ae99f,gemachtigde,nl-nl,authorised representative,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000651,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
0fbb744f-4754-4803-a696-ba4e4b8f1b46,gerechtelijk,nl-nl,"judicial, court",en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000654,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
6d7e46e2-8c2b-436b-b2ca-8c999d1ddc77,gerechtelijke erkentenis,nl-nl,formal admission,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000657,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
78600cf0-1c71-4114-8856-c87576a45c6e,gerechtshof,nl-nl,court of appeal,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000660,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
063eb5d9-7b84-44e1-b324-6812d4cd8adf,gerechtvaardigd,nl-nl,justified,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000663,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
33ec5eb4-9f77-4235-ba7a-9e811ffedbb3,geregistreerd partner,nl-nl,registered partner,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000666,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
969bcbde-78fa-426d-9d27-eb6c6f3ea5d7,geschil,nl-nl,dispute,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000669,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
2031508c-b3ea-48d1-b60c-bf53f30b9f4b,getuige,nl-nl,witness,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000672,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
977117c0-4ed0-4d32-b8ba-c32e7e824156,getuige doen horen,nl-nl,"take witness testimony, take a witness’s testimony, hear a witness",en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000675,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
8fcf828b-81e0-4334-8e6f-3afd353ca5b3,getuige-deskundige,nl-nl,expert witness,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000678,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
14092d44-382e-4593-bc9d-be0176d1d9fe,getuigenverhoor,nl-nl,witness examination,en-gb,Burrough/Machon/Oranje/Frakes/Visser,2025-02-25,All rights reserved,yes,no,,civil_procedure_term,civil_procedure,Glossary_Dutch_Code_of_Civil_Procedure.tmx,0000681,NCC glossary manager - NCC glossary manager.dvprj,Glossary NL.docx
