term_id,term_nl_nl,language_source,term_fr_fr,language_target,term_type,legal_reference,source_file,bwb_id,extraction_date,legal_domain
02bbe971-5f61-43b6-9304-e52203d4610b,"een voorraad van aan de onderneming toebehorende goederen wordt aangehouden, uitsluitend voor de opslag, uitstalling of aflevering;",nl-nl,"des marchandises appartenant à l'entreprise sont entreposées aux seules fins de stockage, d'exposition ou de livraison;",fr-fr,paragraph,Artikel 5 para 12,BWBV0004110_2005-07-24_0.xml,BWBV0004110,2025-11-30,tax_treaty
aff74d2c-e3cc-42d3-9b57-bd29284e360d,"een voorraad van aan de onderneming toebehorende goederen wordt aangehouden, uitsluitend voor de bewerking of verwerking door een andere onderneming;",nl-nl,des marchandises appartenant à l'entreprise sont entreposées aux seules fins de transformation par une autre entreprise;,fr-fr,paragraph,Artikel 5 para 13,BWBV0004110_2005-07-24_0.xml,BWBV0004110,2025-11-30,tax_treaty
28d11e57-f6b2-4292-846c-dc96ed11fafc,"een vaste bedrijfsinrichting wordt aangehouden, uitsluitend om voor de onderneming goederen aan te kopen of inlichtingen in te winnen;",nl-nl,une installation fixe d'affaires est utilisée aux seules fins d'acheter des marchandises ou de réunir des informations pour l'entreprise;,fr-fr,paragraph,Artikel 5 para 14,BWBV0004110_2005-07-24_0.xml,BWBV0004110,2025-11-30,tax_treaty
4f400a42-17dd-4199-9040-41546fd625dc,"een vaste bedrijfsinrichting wordt aangehouden, uitsluitend voor reclamedoeleinden, voor het geven van inlichtingen, voor wetenschappelijk onderzoek of voor soortgelijke werkzaamheden, ten behoeve van de onderneming, die van voorbereidende aard zijn of het karakter van hulp werkzaamheden hebben.",nl-nl,"une installation fixe d'affaires est utilisée, pour l'entreprise, aux seules fins de publicité, de fourniture d'informations, de recherches scientifiques ou d'activités analogues qui ont un caractère préparatoire ou auxiliaire.",fr-fr,paragraph,Artikel 5 para 15,BWBV0004110_2005-07-24_0.xml,BWBV0004110,2025-11-30,tax_treaty
e28495e6-a2b7-4a24-923a-61a81b947828,"Een persoon die in een van de Staten van een onderneming van de andere Staat werkzaam is - niet zijnde een onafhankelijke vertegenwoordiger in de zin van het zesde lid - wordt als een in de eerstbedoelde Staat aanwezige vaste inrichting beschouwd, indien hij een machtiging bezit om namens de onderneming overeenkomsten af te sluiten en dit recht in die Staat gewoonlijk uitoefent, tenzij zijn werkzaamheden beperkt blijven tot de aankoop van goederen voor de onderneming.",nl-nl,"Une personne agissant dans l'un des Etats pour le compte d'une entreprise de l'autre Etat - autre qu'un agent jouissant d'un statut indépendant, visé au paragraphe 6 - est considérée comme „établissement stable” dans le premier Etat si elle dispose dans cet Etat de pouvoirs qu'elle y exerce habituellement lui permettant de conclure des contrats au nom de l'entreprise, à moins que l'activité de cette personne ne soit limitée à l'achat de marchandises pour l'entreprise.",fr-fr,paragraph,Artikel 5 para 16,BWBV0004110_2005-07-24_0.xml,BWBV0004110,2025-11-30,tax_treaty
b909a727-db51-4b6e-9f2e-1f09a81fb538,Een verzekeringsonderneming van een van de Staten wordt geacht een vaste inrichting in de andere Staat te bezitten vanaf het ogenblik waarop zij door tussenkomst van een vertegenwoordiger - niet vallende onder de groep van personen bedoeld in het zesde lid hierna - op het grondgebied van de laatstbedoelde Staat premies int of aldaar gelegen risico’s verzekert.,nl-nl,"Une entreprise d'assurance de l'un des Etats est considérée comme ayant un établissement stable dans l'autre Etat dès l'instant que, par l'intermédiaire d'un représentant n'entrant pas dans la catégorie des personnes visées au paragraphe 6 ci-après, elle perçoit des primes sur le territoire de ce dernier Etat ou assure des risques situés sur ce territoire.",fr-fr,paragraph,Artikel 5 para 17,BWBV0004110_2005-07-24_0.xml,BWBV0004110,2025-11-30,tax_treaty
f1aabf00-19b4-44a3-a3e5-0db3c99982fa,"Een onderneming van een van de Staten wordt niet geacht een vaste inrichting in de andere Staat te bezitten op grond van de enkele omstandigheid dat zij aldaar zaken doet door middel van een makelaar, commissionair of enige andere onafhankelijke vertegenwoordiger, indien deze personen in de normale uitoefening van hun bedrijf handelen.",nl-nl,"On ne considère pas qu'une entreprise de l'un des Etats a un établissement stable dans l'autre Etat du seul fait qu'elle y exerce son activité par l'entremise d'un courtier, d'un commissionnaire général ou de tout autre intermédiaire jouissant d'un statut indépendant, à condition que ces personnes agissent dans le cadre ordinaire de leur activité.",fr-fr,paragraph,Artikel 5 para 18,BWBV0004110_2005-07-24_0.xml,BWBV0004110,2025-11-30,tax_treaty
6dfa4497-02b9-4afa-a342-e69b6edfc44c,"De enkele omstandigheid dat een lichaam dat inwoner is van een van de Staten, een lichaam beheerst of door een lichaam wordt beheerst, dat inwoner is van de andere Staat of dat in die andere Staat zaken doet (hetzij met behulp van een vaste inrichting, hetzij op andere wijze), stempelt een van de beide lichamen niet tot een vaste inrichting van het andere.",nl-nl,"Le fait qu'une société qui est un résident de l'un des Etats contrôle ou soit contrôlée par une société qui est un résident de l'autre Etat ou qui y exerce son activité (que ce soit par l'intermédiaire d'un établissement stable ou non) ne suffit pas, en lui-même, à faire de l'une quelconque de ces sociétés un établissement stable de l'autre.",fr-fr,paragraph,Artikel 5 para 19,BWBV0004110_2005-07-24_0.xml,BWBV0004110,2025-11-30,tax_treaty
126192cb-2564-4315-8b1e-b7038b894755,"Inkomsten uit onroerende goederen, daaronder begrepen voordelen uit landbouw- of bosbedrijven, mogen worden belast in de Staat waar deze goederen zijn gelegen.",nl-nl,Les revenus provenant de biens immobiliers y compris les revenus des exploitations agricoles ou forestières sont imposables dans l'Etat où ces biens sont situés.,fr-fr,paragraph,Artikel 6 para 1,BWBV0004110_2005-07-24_0.xml,BWBV0004110,2025-11-30,tax_treaty
de8c15c5-c618-4463-b8b8-9b70df0cfa44,"De uitdrukking „onroerende goederen” heeft de betekenis die daaraan wordt toegekend door het recht van de Staat waar de desbetreffende goederen zijn gelegen. De uitdrukking omvat in ieder geval de goederen die bij de onroerende goederen behoren, levende en dode have van landbouw- en bosbedrijven, rechten waarop de bepalingen van het privaatrecht betreffende de grondeigendom van toepassing zijn, vruchtgebruik van onroerende goederen en rechten op veranderlijke of vaste vergoedingen ter zake van de exploitatie, of concessie tot exploitatie, van minerale aardlagen, bronnen en andere bodemrijkdommen; schepen en luchtvaartuigen worden niet als onroerende goederen beschouwd.",nl-nl,"L'expression ,,biens immobiliers” est définie conformément au droit de l'Etat où les biens considérés sont situés. L'expression englobe en tout cas les accessoires, le cheptel mort ou vif des exploitations agricoles et forestières, les droits auxquels s'appliquent les dispositions du droit privé concernant la propriété foncière, l'usufruit des biens immobiliers et les droits à des redevances variables ou fixes pour l'exploitation ou la concession de l'exploitation de gisements minéraux, sources et autres richesses du sol; les navires, bateaux et aéronefs ne sont pas considérés comme biens immobiliers.",fr-fr,paragraph,Artikel 6 para 2,BWBV0004110_2005-07-24_0.xml,BWBV0004110,2025-11-30,tax_treaty
f8d0b037-4e2e-4b07-af5f-109954425d75,"De bepaling van het eerste lid is van toepassing op de inkomsten verkregen uit de rechtstreekse exploitatie, uit het verhuren of verpachten, of uit elke andere vorm van exploitatie van onroerende goederen.",nl-nl,"La disposition du paragraphe 1 s'applique aux revenus provenant de l'exploitation directe, de la location ou de l'affermage ainsi que de toute autre forme d'exploitation de biens immobiliers.",fr-fr,paragraph,Artikel 6 para 3,BWBV0004110_2005-07-24_0.xml,BWBV0004110,2025-11-30,tax_treaty
dd22d2c5-a23d-4e8d-894e-2e2754b388c1,De bepalingen van het eerste en derde lid zijn ook van toepassing op inkomsten uit onroerende goederen van een onderneming en op inkomsten uit onroerende goederen gebezigd voor de uitoefening van een vrij beroep.,nl-nl,Les dispositions des paragraphes 1 et 3 s'appliquent également aux revenus provenant des biens immobiliers d'une entreprise ainsi qu'aux revenus des biens immobiliers servant à l'exercice d'une profession libérale.,fr-fr,paragraph,Artikel 6 para 4,BWBV0004110_2005-07-24_0.xml,BWBV0004110,2025-11-30,tax_treaty
78bc1dee-55ac-4dfe-949b-b10367b86d35,"De voordelen van een onderneming van een van de Staten zijn slechts in die Staat belastbaar, tenzij de onderneming in de andere Staat haar bedrijf uitoefent met behulp van een aldaar gevestigde vaste inrichting. Indien de onderneming aldus haar bedrijf uitoefent, mogen de voordelen van de onderneming in de andere Staat worden belast, maar slechts in zoverre als zij aan die vaste inrichting kunnen worden toegerekend.",nl-nl,"Les bénéfices d'une entreprise de l'un des Etats ne sont imposables que dans cet Etat, à moins que l'entreprise n'exerce son activité dans l'autre Etat par l'intermédiaire d'un établissement stable qui y est situé. Si l'entreprise exerce son activité d'une telle façon, les bénéfices de l'entreprise sont imposables dans l'autre Etat mais uniquement dans la mesure où ils sont imputables audit établissement stable.",fr-fr,paragraph,Artikel 7 para 1,BWBV0004110_2005-07-24_0.xml,BWBV0004110,2025-11-30,tax_treaty
2345688a-c6e2-4edc-942e-c0bb97f42033,"Indien een onderneming van een van de Staten in de andere Staat haar bedrijf uitoefent met behulp van een aldaar gevestigde vaste inrichting, worden in elk van de Staten aan die vaste inrichting de voordelen toegerekend die zij geacht zou kunnen worden te behalen, indien zij een afzonderlijke en afgesplitste onderneming zou zijn die dezelfde of soortgelijke werkzaamheden zou uitoefenen onder dezelfde of soortgelijke omstandigheden en die geheel onafhankelijk transacties zou aangaan met de onderneming waarvan zij een vaste inrichting is.",nl-nl,"Lorsqu'une entreprise de l'un des Etats exerce son activité dans l'autre Etat par l'intermédiaire d'un établissement stable qui y est situé, il est imputé, dans chacun des Etats, à cet établissement stable les bénéfices qu'il aurait pu réaliser s'il avait constitué une entreprise distincte et séparée exerçant des activités identiques ou analogues dans des conditions identiques ou analogues et traitant en toute indépendance avec l'entreprise dont il constitue un établissement stable.",fr-fr,paragraph,Artikel 7 para 2,BWBV0004110_2005-07-24_0.xml,BWBV0004110,2025-11-30,tax_treaty
d9915be4-113d-4375-977f-6985fb6680a8,"Bij het bepalen van de voordelen van een vaste inrichting worden in aftrek toegelaten kosten - daaronder begrepen kosten van de leiding en algemene beheerskosten - die ten behoeve van de vaste inrichting zijn gemaakt, hetzij in de Staat waar de vaste inrichting is gevestigd, hetzij elders.",nl-nl,"Dans le calcul des bénéfices d'un établissement stable, sont admises en déduction les dépenses exposées aux fins poursuivies par cet établissement stable, y compris les dépenses de direction et les frais généraux d'administration ainsi exposés, soit dans l'Etat où est situé cet établissement stable, soit ailleurs.",fr-fr,paragraph,Artikel 7 para 3,BWBV0004110_2005-07-24_0.xml,BWBV0004110,2025-11-30,tax_treaty
7b145d1b-947f-4697-9c69-678748f9c3f4,Geen voordelen worden aan een vaste inrichting toegerekend enkel op grond van aankoop door die vaste inrichting van goederen voor de onderneming.,nl-nl,Aucun bénéfice n'est imputé à un établissement stable du fait que cet établissement stable a simplement acheté des marchandises pour l'entreprise.,fr-fr,paragraph,Artikel 7 para 4,BWBV0004110_2005-07-24_0.xml,BWBV0004110,2025-11-30,tax_treaty
3c9a12ef-ca25-4701-ba9c-536f5c50deb8,"Voor de toepassing van de voorgaande leden worden de aan de vaste inrichting toe te rekenen voordelen van jaar tot jaar volgens dezelfde methode bepaald, tenzij er een goede en genoegzame reden bestaat om hiervan af te wijken.",nl-nl,"Aux fins des paragraphes précédents, les bénéfices à imputer à l'établissement stable sont calculés chaque année selon la même méthode, à moins qu'il n'existe des motifs valables et suffisants de procéder autrement.",fr-fr,paragraph,Artikel 7 para 5,BWBV0004110_2005-07-24_0.xml,BWBV0004110,2025-11-30,tax_treaty
93e8ec19-c8e5-483c-9fa9-4a4d4ca533aa,"Indien in de voordelen bestanddelen zijn begrepen die afzonderlijk in andere artikelen van deze Overeenkomst worden behandeld, worden de bepalingen van die artikelen niet aangetast door de bepalingen van dit artikel.",nl-nl,"Lorsque les bénéfices comprennent des éléments de revenu traités séparément dans d'autres articles de la présente Convention, les dispositions de ces articles ne sont pas affectées par les dispositions du présent article.",fr-fr,paragraph,Artikel 7 para 6,BWBV0004110_2005-07-24_0.xml,BWBV0004110,2025-11-30,tax_treaty
ea665f30-2c21-4bf6-8965-94aaea2d26ec,In afwijking van het bepaalde in artikel 7 :,nl-nl,Par dérogation aux dispositions de l' article 7 :,fr-fr,paragraph,Artikel 8 para 1,BWBV0004110_2005-07-24_0.xml,BWBV0004110,2025-11-30,tax_treaty
00bc4066-327c-455a-9075-40b21eb96529,"zijn voordelen die een inwoner van een van de Staten verkrijgt uit de exploitatie van schepen of luchtvaartuigen in internationaal verkeer, slechts in die Staat belastbaar;",nl-nl,"les bénéfices qu'un résident de l'un des Etats tire de l'exploitation, en trafic international, de navires ou d'aéronefs ne sont imposables que dans cet Etat;",fr-fr,paragraph,Artikel 8 para 2,BWBV0004110_2005-07-24_0.xml,BWBV0004110,2025-11-30,tax_treaty
a2e46c8d-7391-42b9-9111-ee73ae9b2b0d,"zijn voordelen die een inwoner van een van de Staten verkrijgt uit de exploitatie van schepen die dienen voor het vervoer in de binnenwateren, slechts in die Staat belastbaar.",nl-nl,les bénéfices qu'un résident de l'un des Etats tire de l'exploitation de bateaux servant à la navigation intérieure ne sont imposables que dans cet Etat.,fr-fr,paragraph,Artikel 8 para 3,BWBV0004110_2005-07-24_0.xml,BWBV0004110,2025-11-30,tax_treaty
e718d2a9-0c1c-4ce5-8c57-8b49d1e6c824,Niettegenstaande het bepaalde in het eerste lid mogen de aldaar bedoelde voordelen ook in de andere Staat worden belast indien de plaats van de werkelijke leiding van de onderneming in die andere Staat is gelegen.,nl-nl,"Nonobstant les dispositions du paragraphe 1, les bénéfices sus visés peuvent aussi être imposés dans l'autre Etat, si le siège de la direction effective de l'entreprise est situé dans cet autre Etat.",fr-fr,paragraph,Artikel 8 para 4,BWBV0004110_2005-07-24_0.xml,BWBV0004110,2025-11-30,tax_treaty
c0778b85-68fb-4bec-8686-f6ddb8348846,"Indien de plaats van de werkelijke leiding van een zeescheepvaart- of een binnenscheepvaartonderneming zich aan boord van een schip bevindt, wordt deze plaats geacht te zijn gelegen in de Staat waar het schip zijn thuishaven heeft, of, indien er geen thuishaven is, in de Staat waarvan de exploitant van het schip inwoner is.",nl-nl,"Si le siège de la direction effective d'une entreprise de navigation maritime ou intérieure est à bord d'un navire ou d'un bateau, ce siège est réputé situé dans l'Etat où se trouve le port d'attache de ce navire ou de ce bateau ou, à défaut de port d'attache, dans l'Etat dont l'exploitant du navire ou du bateau est un résident.",fr-fr,paragraph,Artikel 8 para 5,BWBV0004110_2005-07-24_0.xml,BWBV0004110,2025-11-30,tax_treaty
137b664b-4be4-4bdc-9fe8-1a6309bcadca,Het eerste en tweede lid zijn van overeenkomstige toepassing op het patentrecht dat naar een andere grondslag dan de winst wordt geheven.,nl-nl,"Les paragraphes 1 et 2 s'appliquent par analogie à la contribution des patentes, perçue sur une autre base que le bénéfice commercial.",fr-fr,paragraph,Artikel 8 para 6,BWBV0004110_2005-07-24_0.xml,BWBV0004110,2025-11-30,tax_treaty
f6b4f095-4bb4-4f1c-b3e9-7805872c5ae7,Indien,nl-nl,Lorsque,fr-fr,paragraph,Artikel 9 para 1,BWBV0004110_2005-07-24_0.xml,BWBV0004110,2025-11-30,tax_treaty
ea4ec851-d95a-44dd-952e-6e12d17927f7,"een onderneming van een van de Staten onmiddellijk of middellijk deelneemt aan de leiding van, aan het toezicht op dan wel in het kapitaal van een onderneming van de andere Staat, of",nl-nl,"une entreprise de l'un des Etats participe directement ou indirectement à la direction, au contrôle ou au capital d'une entreprise de l'autre Etat ou que",fr-fr,paragraph,Artikel 9 para 2,BWBV0004110_2005-07-24_0.xml,BWBV0004110,2025-11-30,tax_treaty
4f5e903d-fd58-48b0-804c-f2a58aeb7508,"dezelfde personen onmiddellijk of middellijk deelnemen aan de leiding van, aan het toezicht op dan wel in het kapitaal van een onderneming van een van de Staten en een onderneming van de andere Staat,",nl-nl,"les mêmes personnes participent directement ou indirectement à la direction, au contrôle ou au capital d'une entreprise de l'un des Etats et d'une entreprise de l'autre Etat,",fr-fr,paragraph,Artikel 9 para 3,BWBV0004110_2005-07-24_0.xml,BWBV0004110,2025-11-30,tax_treaty
727b6ddf-4a68-40d3-8021-578c8f75b0ac,"en in het ene of in het andere geval tussen de beide ondernemingen in hun handelsbetrekkingen of financiële betrekkingen voorwaarden worden aanvaard of opgelegd, die afwijken van die welke zouden worden overeengekomen tussen onafhankelijke ondernemingen, mogen de voordelen die een van de ondernemingen zonder deze voorwaarden zou hebben behaald maar ten gevolge van die voorwaarden niet heeft behaald, worden begrepen in de voordelen van die onderneming en dienovereenkomstig worden belast.",nl-nl,"et que, dans l'un et l'autre cas, les deux entreprises sont, dans leurs relations commerciales ou financières, liées par des conditions acceptées ou imposées, qui diffèrent de celles qui seraient conclues entre des entreprises indépendantes, les bénéfices qui, sans ces conditions, auraient été obtenus par l'une des entreprises mais n'ont pu l'être en fait à cause de ces conditions, peuvent être inclus dans les bénéfices de cette entreprise et imposés en conséquence.",fr-fr,paragraph,Artikel 9 para 4,BWBV0004110_2005-07-24_0.xml,BWBV0004110,2025-11-30,tax_treaty
92960622-57d3-4afc-a876-79e09e7d30d0,"Dividenden betaald door een lichaam dat inwoner is van een van de Staten aan een inwoner van de andere Staat, mogen in die andere Staat worden belast.",nl-nl,Les dividendes payés par une société qui est un résident de l'un des Etats à un résident de l'autre Etat sont imposables dans cet autre Etat.,fr-fr,paragraph,Artikel 10 para 1,BWBV0004110_2005-07-24_0.xml,BWBV0004110,2025-11-30,tax_treaty
cbbada20-bef0-4814-8eba-f33df9764eb2,"Deze dividenden mogen echter in de Staat waarvan het lichaam dat de dividenden betaalt inwoner is, overeenkomstig de wetgeving van die Staat worden belast, maar de aldus geheven belasting mag niet overschrijden:",nl-nl,"Toutefois, ces dividendes peuvent être imposés dans l'Etat dont la société qui paie les dividendes est un résident, et selon la législation de cet Etat, mais l'impôt ainsi établi ne peut excéder:",fr-fr,paragraph,Artikel 10 para 2,BWBV0004110_2005-07-24_0.xml,BWBV0004110,2025-11-30,tax_treaty
2aff105c-f03c-4c6b-b2fd-142759fdcb32,"5 percent van het bruto-bedrag van de dividenden, indien de genieter een vennootschap op aandelen of een vennootschap met beperkte aansprakelijkheid is die onmiddellijk ten minste 25 percent bezit van het kapitaal van het lichaam dat de dividenden betaalt;",nl-nl,5 pour cent du montant brut des dividendes si le bénéficiaire est une société par actions ou à responsabilité limitée qui dispose directement d'au moins 25 pour cent du capital de la société qui paie les dividendes;,fr-fr,paragraph,Artikel 10 para 3,BWBV0004110_2005-07-24_0.xml,BWBV0004110,2025-11-30,tax_treaty
3eb38847-9291-472a-ab1b-53f4120bdcd2,15 percent van het bruto-bedrag van de dividenden in alle andere gevallen.,nl-nl,15 pour cent du montant brut des dividendes dans tous les autres cas.,fr-fr,paragraph,Artikel 10 para 4,BWBV0004110_2005-07-24_0.xml,BWBV0004110,2025-11-30,tax_treaty
62845ce8-301f-401e-8afe-60fb216aa5d0,"Dividenden betaald door een lichaam dat inwoner is van Frankrijk, die recht zouden geven op een „avoir fiscal”, indien zij zouden zijn genoten door een persoon die inwoner is van Frankrijk, geven wanneer ze worden betaald aan genieters die inwoner zijn van Nederland, recht op een betaling door de Franse Schatkist van een bruto-bedrag dat, behoudens de inhouding van de in het tweede lid, letter b, hiervoor bedoelde belasting, gelijk is aan dat „avoir fiscal”.",nl-nl,"Les dividendes payés par une société, résidente de France, qui donneraient droit à un avoir fiscal s'ils étaient reçus par une personne qui est un résident de France, ouvrent droit, lorsqu'ils sont payés à des bénéficiaires qui sont des résidents des Pays-Bas à un paiement brut du Trésor français d'un montant égal à cet avoir fiscal, sous réserve de la déduction de l'impôt prévu au paragraphe 2, alinéa b), ci-dessus.",fr-fr,paragraph,Artikel 10 para 5,BWBV0004110_2005-07-24_0.xml,BWBV0004110,2025-11-30,tax_treaty
3f044ba2-f5ed-448d-aafd-433c79ee8f2c,De bepaling van letter a is van toepassing op de hierna genoemde genieters die inwoner zijn van Nederland:,nl-nl,"La disposition de l'alinéa a) s'appliquera aux bénéficiaires ci-après, qui sont des résidents des Pays-Bas:",fr-fr,paragraph,Artikel 10 para 6,BWBV0004110_2005-07-24_0.xml,BWBV0004110,2025-11-30,tax_treaty
a913c98f-1ba6-44c8-99a3-1b4c2e61e1a5,natuurlijke personen die aan de Nederlandse belasting zijn onderworpen ter zake van het totale bedrag van de dividenden uitgedeeld door het lichaam dat inwoner is van Frankrijk en van het in letter a bedoelde bruto-bedrag dat op die dividenden betrekking heeft;,nl-nl,les personnes physiques assujetties à l'impôt néerlandais à raison du montant total des dividendes distribués par la société qui est un résident de France et du paiement brut visé à l'alinéa a) afférent à ces dividendes;,fr-fr,paragraph,Artikel 10 para 7,BWBV0004110_2005-07-24_0.xml,BWBV0004110,2025-11-30,tax_treaty
281dedb6-354e-4de0-83f3-80c4cf719433,lichamen die aan de Nederlandse belasting zijn onderworpen ter zake van het totale bedrag van de dividenden uitgedeeld door het lichaam dat inwoner is van Frankrijk en van het in letter a bedoelde bruto-bedrag dat op die dividenden betrekking heeft;,nl-nl,les sociétés assujetties à l'impôt néerlandais à raison du montant total des dividendes distribués par la société qui est un résident de France et du paiement brut visé à l'alinéa a) afférent à ces dividendes;,fr-fr,paragraph,Artikel 10 para 8,BWBV0004110_2005-07-24_0.xml,BWBV0004110,2025-11-30,tax_treaty
f2d0e2da-e5db-4259-959e-a1beba492057,"beleggingsmaatschappijen en beleggingsfondsen, niet vallende onder de bepalingen van (ii) hiervoor, die voldoen aan de door de bevoegde autoriteiten in onderlinge overeenstemming vastgestelde voorwaarden.",nl-nl,"les sociétés et les fonds d'investissement, n'entrant pas dans les prévisions de l'alinéa (ii) ci-dessus, qui satisfont aux conditions fixées d'un commun accord entre les autorités compétentes.",fr-fr,paragraph,Artikel 10 para 9,BWBV0004110_2005-07-24_0.xml,BWBV0004110,2025-11-30,tax_treaty
8f37ff2a-3176-4498-8303-da95067bea93,"Een persoon die inwoner is van Nederland en die dividenden geniet die zijn uitgedeeld door een lichaam dat inwoner is van Frankrijk, kan, tenzij hij de in het derde lid bedoelde betaling geniet, teruggaaf vragen van de op die dividenden betrekking hebbende „précompte”, die in voorkomend geval is voldaan door het lichaam dat de uitdeling doet, zulks behoudens de inhouding van de in het tweede lid hiervoor bedoelde belasting.",nl-nl,"A moins qu'elle ne bénéficie du paiement prévu au paragraphe 3, une personne qui est un résident des Pays-Bas et qui reçoit des dividendes distribués par une société, résidente de France, peut demander le remboursement du précompte afférent à ces dividendes acquitté, le cas échéant, par la société distributrice, sous réserve de la déduction de l'impôt prévu au paragraphe 2 ci-dessus.",fr-fr,paragraph,Artikel 10 para 10,BWBV0004110_2005-07-24_0.xml,BWBV0004110,2025-11-30,tax_treaty
d64b4d65-db51-4bbd-9a52-900d04fdc7a3,"De uitdrukking „dividenden” zoals gebezigd in dit artikel, betekent inkomsten uit aandelen, winstaandelen of winstbewijzen, „parts de mine”, oprichtersaandelen of andere rechten, met uitzondering van schuldvorderingen, die aanspraak geven op een aandeel in de winst, alsmede inkomsten uit andere vennootschappelijke rechten die door de belastingwetgeving van de Staat waarvan het lichaam dat de uitdeling doet inwoner is, met inkomsten uit aandelen worden gelijkgesteld.",nl-nl,"Le terme „dividendes” employé dans le présent article désigne les revenus provenant d'actions, actions ou bons de jouissance, parts de mine, parts de fondateur ou autres parts bénéficiaires à l'exception des créances, ainsi que les revenus d'autres parts sociales assimilés aux revenus d'actions par la législation fiscale de l'Etat dont la société distributrice est un résident.",fr-fr,paragraph,Artikel 10 para 11,BWBV0004110_2005-07-24_0.xml,BWBV0004110,2025-11-30,tax_treaty
65bffed6-172f-461d-838b-d9053e2ede19,"Als dividenden, betaald door een lichaam dat inwoner is van Frankrijk, worden eveneens beschouwd de op de door dat lichaam betaalde dividenden betrekking hebbende betaling van het bruto-bedrag dat het in het derde lid bedoelde „avoir fiscal” vertegenwoordigt en de bruto-bedragen bedoeld in het vierde lid die zijn teruggegeven uit hoofde van de „précompte”.",nl-nl,"Sont également considérés comme des dividendes payés par une société qui est un résident de France le paiement brut représentatif de l'avoir fiscal visé au paragraphe 3 et les sommes brutes remboursées au titre du précompte visées au paragraphe 4, qui sont afférents aux dividendes payés par cette société.",fr-fr,paragraph,Artikel 10 para 12,BWBV0004110_2005-07-24_0.xml,BWBV0004110,2025-11-30,tax_treaty
00761fda-7730-4682-b982-ac67215f092f,"De bepalingen van het eerste tot en met het vierde lid zijn niet van toepassing, indien de genieter van de dividenden, die inwoner is van een van de Staten, in de andere Staat waarvan het lichaam dat de dividenden betaalt inwoner is, een vaste inrichting heeft en het aandelenbezit uit hoofde waarvan de dividenden worden betaald, tot het bedrijfsvermogen van die vaste inrichting behoort. In een zodanig geval zijn de bepalingen van artikel 7 van toepassing.",nl-nl,"Les dispositions des paragraphes 1 à 4 ne s'appliquent pas lorsque le bénéficiaire des dividendes, résident de l'un des Etats, a, dans l'autre Etat dont la société qui paie les dividendes est un résident, un établissement stable auquel se rattache effectivement la participation génératrice des dividendes. Dans ce cas, les dispositions de l' article 7 sont applicables.",fr-fr,paragraph,Artikel 10 para 13,BWBV0004110_2005-07-24_0.xml,BWBV0004110,2025-11-30,tax_treaty
83dc63c0-49e1-427c-b1fc-cfd7abc7a5d9,"Indien een lichaam dat inwoner is van een van de Staten, voordelen of inkomsten verkrijgt uit de andere Staat, mag die andere Staat geen belasting heffen op de dividenden betaald door het lichaam aan personen die geen inwoner zijn van die andere Staat, noch de niet-uitgedeelde winst van het lichaam onderwerpen aan een belasting op niet-uitgedeelde winst, zelfs indien de betaalde dividenden of de niet-uitgedeelde winst geheel of gedeeltelijk bestaan uit voordelen of inkomsten die uit die andere Staat afkomstig zijn.",nl-nl,"Lorsqu'une société qui est un résident de l'un des Etats tire des bénéfices ou des revenus de l'autre Etat, cet autre Etat ne peut percevoir aucun impôt sur les dividendes payés par la société aux personnes qui ne sont pas des résidents de cet autre Etat, ni prélever aucun impôt, au titre de l'imposition des bénéfices non distribués, sur les bénéfices non distribués de la société, même si les dividendes payés ou les bénéfices non distribués consistent en tout ou en partie en bénéfices ou revenus provenant de cet autre Etat.",fr-fr,paragraph,Artikel 10 para 14,BWBV0004110_2005-07-24_0.xml,BWBV0004110,2025-11-30,tax_treaty
50560907-de2b-40fe-a4e3-dee6fa2be8e2,"Interest afkomstig uit een van de Staten en betaald aan een inwoner van de andere Staat, mag in die andere Staat worden belast.",nl-nl,Les intérêts provenant de l'un des Etats et payés à un résident de l'autre Etat sont imposables dans cet autre Etat.,fr-fr,paragraph,Artikel 11 para 1,BWBV0004110_2005-07-24_0.xml,BWBV0004110,2025-11-30,tax_treaty
a8d715cb-4eef-451b-9972-068d12b6569c,"Deze interest mag echter in de Staat waaruit zij afkomstig is, overeenkomstig de wetgeving van die Staat worden belast, maar de aldus geheven belasting mag 10 percent van hef bedrag van de interest niet overschrijden.",nl-nl,"Toutefois, ces intérêts peuvent être imposés dans l'Etat d'où ils proviennent et selon la législation de cet Etat, mais l'impôt ainsi établi ne peut excéder 10 pour cent du montant des intérêts.",fr-fr,paragraph,Artikel 11 para 2,BWBV0004110_2005-07-24_0.xml,BWBV0004110,2025-11-30,tax_treaty
6cec23f3-c1d7-4173-93b3-03e30ef5e510,In afwijking van de bepaling van de voorgaande zin mag de interest op obligaties die vóór 1 januari 1965 in Frankrijk zijn uitgegeven aldaar aan een belasting van 12 percent worden onderworpen.,nl-nl,"Par dérogation à la disposition de la phrase précédente, les intérêts des obligations émises en France avant le 1er janvier 1965 peuvent être soumis dans cet Etat à un impôt de 12 pour cent.",fr-fr,paragraph,Artikel 11 para 3,BWBV0004110_2005-07-24_0.xml,BWBV0004110,2025-11-30,tax_treaty
